Timestamp_Epoch_ms,ECG_mV,HR_BPM
1780608026156,-0.025,87
1780608026164,-0.032,87
1780608026171,-0.025,87
1780608026179,-0.018,87
1780608026187,-0.023,87
1780608026195,-0.025,87
1780608026202,-0.025,87
1780608026210,-0.027,87
1780608026218,-0.034,87
1780608026225,-0.034,87
1780608026233,-0.032,87
1780608026241,-0.034,87
1780608026248,-0.039,87
1780608026256,-0.039,87
1780608026264,-0.046,87
1780608026271,-0.051,87
1780608026279,-0.041,87
1780608026287,-0.032,87
1780608026295,-0.039,87
1780608026302,-0.044,87
1780608026310,-0.039,87
1780608026318,-0.037,87
1780608026325,-0.027,87
1780608026333,-0.013,87
1780608026341,-0.011,87
1780608026348,-0.018,87
1780608026356,-0.016,87
1780608026364,-0.006,87
1780608026371,-0.002,87
1780608026379,0.004,87
1780608026387,0.016,87
1780608026395,0.025,87
1780608026402,0.034,87
1780608026410,0.032,87
1780608026441,0.023,87
1780608026448,0.018,87
1780608026456,0.011,87
1780608026464,-0.011,87
1780608026471,-0.034,87
1780608026479,-0.03,87
1780608026487,-0.018,87
1780608026494,-0.016,87
1780608026502,-0.02,87
1780608026510,-0.034,87
1780608026518,-0.051,87
1780608026525,-0.044,87
1780608026533,0.032,87
1780608026541,0.255,87
1780608026548,0.589,87
1780608026556,0.746,87
1780608026564,0.436,87
1780608026571,-0.097,87
1780608026579,-0.255,87
1780608026587,-0.081,87
1780608026594,-0.023,87
1780608026602,-0.057,87
1780608026610,-0.044,87
1780608026618,-0.032,87
1780608026625,-0.039,87
1780608026633,-0.03,87
1780608026641,-0.025,87
1780608026648,-0.034,87
1780608026656,-0.027,87
1780608026664,-0.013,87
1780608026671,-0.004,87
1780608026679,0.004,87
1780608026687,0.009,87
1780608026694,0.013,87
1780608026702,0.025,87
1780608026710,0.032,87
1780608026718,0.037,87
1780608026725,0.048,87
1780608026733,0.06,87
1780608026741,0.069,87
1780608026748,0.074,87
1780608026756,0.076,87
1780608026764,0.078,87
1780608026771,0.074,87
1780608026779,0.057,87
1780608026787,0.041,87
1780608026794,0.03,87
1780608026802,0.006,87
1780608026810,-0.02,87
1780608026818,-0.039,87
1780608026825,-0.055,87
1780608026833,-0.069,87
1780608026841,-0.078,87
1780608026848,-0.083,87
1780608026856,-0.083,87
1780608026864,-0.081,87
1780608026871,-0.081,87
1780608026879,-0.078,87
1780608026887,-0.074,87
1780608026894,-0.071,87
1780608026902,-0.067,87
1780608026910,-0.06,87
1780608026918,-0.057,87
1780608026925,-0.055,87
1780608026933,-0.046,87
1780608026941,-0.044,87
1780608026948,-0.048,87
1780608026956,-0.06,87
1780608026964,-0.071,87
1780608026971,-0.06,87
1780608026979,-0.046,87
1780608026987,-0.048,87
1780608026994,-0.048,87
1780608026980,-0.041,86
1780608026988,-0.037,86
1780608026996,-0.034,86
1780608027003,-0.034,86
1780608027011,-0.034,86
1780608027019,-0.037,86
1780608027027,-0.039,86
1780608027034,-0.037,86
1780608027042,-0.03,86
1780608027050,-0.032,86
1780608027057,-0.032,86
1780608027065,-0.03,86
1780608027073,-0.039,86
1780608027080,-0.048,86
1780608027088,-0.046,86
1780608027096,-0.046,86
1780608027103,-0.046,86
1780608027111,-0.046,86
1780608027119,-0.057,86
1780608027127,-0.06,86
1780608027134,-0.032,86
1780608027142,-0.011,86
1780608027150,-0.011,86
1780608027157,0.0,86
1780608027165,0.006,86
1780608027173,0.0,86
1780608027180,0.004,86
1780608027188,0.009,86
1780608027196,-0.011,86
1780608027203,-0.039,86
1780608027211,-0.048,86
1780608027219,-0.051,86
1780608027227,-0.051,86
1780608027234,-0.048,86
1780608027242,-0.046,86
1780608027250,-0.041,86
1780608027257,-0.039,86
1780608027265,-0.013,86
1780608027273,0.109,86
1780608027280,0.375,86
1780608027288,0.637,86
1780608027296,0.577,86
1780608027303,0.118,86
1780608027311,-0.266,86
1780608027319,-0.208,86
1780608027327,-0.051,86
1780608027334,-0.057,86
1780608027342,-0.081,86
1780608027350,-0.067,86
1780608027357,-0.069,86
1780608027365,-0.067,86
1780608027373,-0.048,86
1780608027380,-0.037,86
1780608027388,-0.03,86
1780608027396,-0.025,86
1780608027403,-0.027,86
1780608027411,-0.03,86
1780608027419,-0.025,86
1780608027427,-0.02,86
1780608027434,-0.02,86
1780608027442,-0.013,86
1780608027450,-0.002,86
1780608027457,0.011,86
1780608027465,0.025,86
1780608027473,0.034,86
1780608027480,0.027,86
1780608027488,0.027,86
1780608027496,0.039,86
1780608027503,0.041,86
1780608027511,0.034,86
1780608027519,0.025,86
1780608027527,0.009,86
1780608027534,-0.011,86
1780608027521,-0.037,86
1780608027528,-0.06,86
1780608027536,-0.078,86
1780608027544,-0.092,86
1780608027552,-0.106,86
1780608027559,-0.111,86
1780608027567,-0.106,86
1780608027575,-0.106,86
1780608027582,-0.111,86
1780608027590,-0.115,86
1780608027598,-0.106,86
1780608027605,-0.095,86
1780608027613,-0.095,86
1780608027621,-0.09,86
1780608027628,-0.083,86
1780608027636,-0.095,86
1780608027644,-0.099,86
1780608027652,-0.088,86
1780608027659,-0.076,86
1780608027667,-0.076,86
1780608027675,-0.074,86
1780608027682,-0.078,86
1780608027690,-0.083,86
1780608027698,-0.071,86
1780608027705,-0.064,86
1780608027713,-0.067,86
1780608027721,-0.067,86
1780608027728,-0.071,86
1780608027736,-0.078,86
1780608027744,-0.074,86
1780608027752,-0.064,86
1780608027759,-0.057,86
1780608027767,-0.055,86
1780608027775,-0.053,86
1780608027782,-0.053,86
1780608027790,-0.051,86
1780608027798,-0.051,86
1780608027805,-0.053,86
1780608027813,-0.055,86
1780608027821,-0.062,86
1780608027828,-0.064,86
1780608027836,-0.057,86
1780608027844,-0.055,86
1780608027852,-0.051,86
1780608027859,-0.048,86
1780608027867,-0.048,86
1780608027875,-0.041,86
1780608027882,-0.025,86
1780608027890,-0.011,86
1780608027898,0.006,86
1780608027905,0.016,86
1780608027913,0.0,86
1780608027921,-0.011,86
1780608027928,-0.006,86
1780608027936,-0.013,86
1780608027944,-0.037,86
1780608027952,-0.046,86
1780608027959,-0.037,86
1780608027967,-0.03,86
1780608027975,-0.027,86
1780608027982,-0.025,86
1780608027990,-0.03,86
1780608027998,-0.039,86
1780608028005,-0.023,86
1780608028013,0.064,86
1780608028021,0.28,86
1780608028028,0.565,86
1780608028036,0.64,86
1780608028044,0.282,86
1780608028052,-0.18,86
1780608028059,-0.245,86
1780608028067,-0.067,86
1780608028075,-0.02,86
1780608028105,-0.041,86
1780608028113,-0.032,86
1780608028120,-0.03,86
1780608028128,-0.027,86
1780608028136,-0.013,86
1780608028143,-0.009,86
1780608028151,-0.011,86
1780608028159,-0.011,86
1780608028166,-0.006,86
1780608028174,0.009,86
1780608028182,0.025,86
1780608028189,0.03,86
1780608028197,0.03,86
1780608028205,0.027,86
1780608028213,0.037,86
1780608028220,0.051,86
1780608028228,0.062,86
1780608028236,0.069,86
1780608028243,0.081,86
1780608028251,0.09,86
1780608028259,0.102,86
1780608028266,0.106,86
1780608028274,0.102,86
1780608028282,0.092,86
1780608028289,0.074,86
1780608028297,0.06,86
1780608028305,0.046,86
1780608028313,0.023,86
1780608028320,-0.006,86
1780608028328,-0.032,86
1780608028336,-0.048,86
1780608028343,-0.057,86
1780608028351,-0.053,86
1780608028359,-0.046,86
1780608028366,-0.051,86
1780608028374,-0.053,86
1780608028382,-0.053,86
1780608028389,-0.053,86
1780608028397,-0.041,86
1780608028405,-0.032,86
1780608028413,-0.032,86
1780608028420,-0.027,86
1780608028428,-0.023,86
1780608028436,-0.025,86
1780608028443,-0.025,86
1780608028451,-0.018,86
1780608028459,-0.016,86
1780608028466,-0.02,86
1780608028474,-0.016,86
1780608028482,-0.009,86
1780608028489,-0.006,86
1780608028497,-0.009,86
1780608028505,-0.016,86
1780608028513,-0.025,86
1780608028520,-0.037,86
1780608028528,-0.041,86
1780608028536,-0.037,86
1780608028543,-0.032,86
1780608028551,-0.027,86
1780608028559,-0.023,86
1780608028566,-0.027,86
1780608028574,-0.03,86
1780608028582,-0.025,86
1780608028589,-0.02,86
1780608028597,-0.023,86
1780608028605,-0.025,86
1780608028613,-0.02,86
1780608028620,-0.018,86
1780608028628,-0.018,86
1780608028636,-0.016,86
1780608028643,-0.011,86
1780608028651,-0.013,86
1780608028659,-0.013,86
1780608028689,-0.004,86
1780608028697,0.011,86
1780608028704,0.023,86
1780608028712,0.011,86
1780608028720,-0.004,86
1780608028727,-0.004,86
1780608028735,-0.011,86
1780608028743,-0.023,86
1780608028751,-0.032,86
1780608028758,-0.039,86
1780608028766,-0.046,86
1780608028774,-0.039,86
1780608028781,-0.027,86
1780608028789,-0.032,86
1780608028797,-0.041,86
1780608028804,-0.025,86
1780608028812,0.048,86
1780608028820,0.245,86
1780608028827,0.552,86
1780608028835,0.702,86
1780608028843,0.401,86
1780608028851,-0.139,86
1780608028858,-0.306,86
1780608028866,-0.115,86
1780608028874,-0.039,86
1780608028881,-0.074,86
1780608028889,-0.062,86
1780608028897,-0.069,86
1780608028904,-0.081,86
1780608028912,-0.057,86
1780608028920,-0.046,86
1780608028927,-0.055,86
1780608028935,-0.051,86
1780608028943,-0.046,86
1780608028951,-0.032,86
1780608028958,-0.011,86
1780608028966,-0.013,86
1780608028974,-0.023,86
1780608028981,-0.004,86
1780608028989,0.02,86
1780608028997,0.034,86
1780608029004,0.034,86
1780608029012,0.037,86
1780608029020,0.041,86
1780608029027,0.051,86
1780608029035,0.06,86
1780608029043,0.057,86
1780608029051,0.044,86
1780608029058,0.032,86
1780608029066,0.02,86
1780608029074,-0.006,86
1780608029081,-0.041,86
1780608029089,-0.067,86
1780608029097,-0.088,86
1780608029104,-0.109,86
1780608029112,-0.115,86
1780608029120,-0.115,86
1780608029127,-0.132,86
1780608029135,-0.139,86
1780608029143,-0.12,86
1780608029151,-0.111,86
1780608029158,-0.118,86
1780608029166,-0.113,86
1780608029174,-0.109,86
1780608029181,-0.106,86
1780608029189,-0.099,86
1780608029197,-0.088,86
1780608029204,-0.085,86
1780608029212,-0.085,86
1780608029220,-0.078,86
1780608029227,-0.071,86
1780608029235,-0.074,86
1780608029243,-0.076,86
1780608029230,-0.076,85
1780608029237,-0.081,85
1780608029245,-0.083,85
1780608029253,-0.09,85
1780608029261,-0.102,85
1780608029268,-0.102,85
1780608029276,-0.085,85
1780608029284,-0.074,85
1780608029291,-0.078,85
1780608029299,-0.083,85
1780608029307,-0.085,85
1780608029314,-0.083,85
1780608029322,-0.083,85
1780608029330,-0.085,85
1780608029337,-0.09,85
1780608029345,-0.085,85
1780608029353,-0.071,85
1780608029361,-0.067,85
1780608029368,-0.074,85
1780608029376,-0.071,85
1780608029384,-0.067,85
1780608029391,-0.067,85
1780608029399,-0.069,85
1780608029407,-0.069,85
1780608029414,-0.071,85
1780608029422,-0.071,85
1780608029430,-0.048,85
1780608029437,-0.025,85
1780608029445,-0.032,85
1780608029453,-0.041,85
1780608029461,-0.037,85
1780608029468,-0.037,85
1780608029476,-0.053,85
1780608029484,-0.064,85
1780608029491,-0.062,85
1780608029499,-0.064,85
1780608029507,-0.074,85
1780608029514,-0.071,85
1780608029522,-0.06,85
1780608029530,-0.06,85
1780608029537,-0.064,85
1780608029545,-0.025,85
1780608029553,0.139,85
1780608029561,0.44,85
1780608029568,0.663,85
1780608029576,0.507,85
1780608029584,0.03,85
1780608029591,-0.271,85
1780608029599,-0.19,85
1780608029607,-0.071,85
1780608029614,-0.088,85
1780608029622,-0.104,85
1780608029630,-0.088,85
1780608029637,-0.085,85
1780608029645,-0.083,85
1780608029653,-0.069,85
1780608029661,-0.06,85
1780608029668,-0.062,85
1780608029676,-0.055,85
1780608029684,-0.039,85
1780608029691,-0.032,85
1780608029699,-0.027,85
1780608029707,-0.016,85
1780608029714,-0.009,85
1780608029722,-0.002,85
1780608029730,0.013,85
1780608029737,0.02,85
1780608029745,0.02,85
1780608029753,0.032,85
1780608029761,0.039,85
1780608029768,0.037,85
1780608029776,0.032,85
1780608029784,0.025,85
1780608029770,0.018,85
1780608029777,0.009,85
1780608029785,-0.009,85
1780608029793,-0.032,85
1780608029800,-0.055,85
1780608029808,-0.078,85
1780608029816,-0.09,85
1780608029823,-0.097,85
1780608029831,-0.104,85
1780608029839,-0.115,85
1780608029847,-0.122,85
1780608029854,-0.122,85
1780608029862,-0.113,85
1780608029870,-0.109,85
1780608029877,-0.109,85
1780608029885,-0.104,85
1780608029893,-0.095,85
1780608029900,-0.09,85
1780608029908,-0.083,85
1780608029916,-0.083,85
1780608029923,-0.095,85
1780608029931,-0.106,85
1780608029939,-0.106,85
1780608029947,-0.092,85
1780608029954,-0.085,85
1780608029962,-0.088,85
1780608029970,-0.083,85
1780608029977,-0.081,85
1780608029985,-0.078,85
1780608029993,-0.069,85
1780608030000,-0.064,85
1780608030008,-0.064,85
1780608030016,-0.064,85
1780608030023,-0.064,85
1780608030031,-0.071,85
1780608030039,-0.069,85
1780608030047,-0.06,85
1780608030054,-0.057,85
1780608030062,-0.067,85
1780608030070,-0.081,85
1780608030077,-0.078,85
1780608030085,-0.067,85
1780608030093,-0.06,85
1780608030100,-0.053,85
1780608030108,-0.048,85
1780608030116,-0.055,85
1780608030123,-0.06,85
1780608030131,-0.062,85
1780608030139,-0.053,85
1780608030147,-0.046,85
1780608030154,-0.046,85
1780608030162,-0.025,85
1780608030170,-0.004,85
1780608030177,-0.018,85
1780608030185,-0.03,85
1780608030193,-0.023,85
1780608030200,-0.023,85
1780608030208,-0.046,85
1780608030216,-0.057,85
1780608030223,-0.055,85
1780608030231,-0.048,85
1780608030239,-0.041,85
1780608030247,-0.051,85
1780608030254,-0.069,85
1780608030262,-0.069,85
1780608030270,-0.046,85
1780608030277,0.032,85
1780608030285,0.243,85
1780608030293,0.531,85
1780608030300,0.596,85
1780608030308,0.262,85
1780608030316,-0.162,85
1780608030323,-0.241,85
1780608030354,-0.092,84
1780608030362,-0.057,84
1780608030369,-0.102,84
1780608030377,-0.09,84
1780608030385,-0.064,84
1780608030393,-0.071,84
1780608030400,-0.074,84
1780608030408,-0.069,84
1780608030416,-0.069,84
1780608030423,-0.064,84
1780608030431,-0.057,84
1780608030439,-0.053,84
1780608030446,-0.039,84
1780608030454,-0.032,84
1780608030462,-0.037,84
1780608030469,-0.025,84
1780608030477,-0.011,84
1780608030485,-0.009,84
1780608030493,-0.002,84
1780608030500,0.002,84
1780608030508,0.0,84
1780608030516,0.011,84
1780608030523,0.02,84
1780608030531,0.018,84
1780608030539,0.013,84
1780608030546,-0.002,84
1780608030554,-0.011,84
1780608030562,-0.016,84
1780608030569,-0.039,84
1780608030577,-0.069,84
1780608030585,-0.076,84
1780608030593,-0.085,84
1780608030600,-0.104,84
1780608030608,-0.111,84
1780608030616,-0.111,84
1780608030623,-0.111,84
1780608030631,-0.111,84
1780608030639,-0.12,84
1780608030646,-0.12,84
1780608030654,-0.106,84
1780608030662,-0.097,84
1780608030669,-0.092,84
1780608030677,-0.095,84
1780608030685,-0.095,84
1780608030693,-0.081,84
1780608030700,-0.071,84
1780608030708,-0.078,84
1780608030716,-0.081,84
1780608030723,-0.078,84
1780608030731,-0.078,84
1780608030739,-0.071,84
1780608030746,-0.06,84
1780608030754,-0.06,84
1780608030762,-0.069,84
1780608030769,-0.076,84
1780608030777,-0.074,84
1780608030785,-0.067,84
1780608030793,-0.074,84
1780608030800,-0.078,84
1780608030808,-0.076,84
1780608030816,-0.083,84
1780608030823,-0.085,84
1780608030831,-0.078,84
1780608030839,-0.074,84
1780608030846,-0.069,84
1780608030854,-0.067,84
1780608030862,-0.069,84
1780608030869,-0.062,84
1780608030877,-0.057,84
1780608030885,-0.064,84
1780608030893,-0.067,84
1780608030900,-0.062,84
1780608030908,-0.06,84
1780608030897,-0.053,82
1780608030905,-0.041,82
1780608030913,-0.032,82
1780608030920,-0.032,82
1780608030928,-0.03,82
1780608030936,-0.03,82
1780608030943,-0.048,82
1780608030951,-0.076,82
1780608030959,-0.09,82
1780608030967,-0.088,82
1780608030974,-0.097,82
1780608030982,-0.106,82
1780608030990,-0.099,82
1780608030997,-0.092,82
1780608031005,-0.095,82
1780608031013,-0.085,82
1780608031020,-0.039,82
