Timestamp_Epoch_ms,ECG_mV,HR_BPM
1780607952736,-0.037,79
1780607952744,-0.034,79
1780607952751,-0.032,79
1780607952759,-0.027,79
1780607952767,-0.011,79
1780607952775,0.002,79
1780607952782,0.011,79
1780607952790,0.02,79
1780607952798,0.018,79
1780607952805,0.009,79
1780607952813,0.013,79
1780607952821,0.02,79
1780607952828,0.013,79
1780607952836,0.004,79
1780607952844,-0.011,79
1780607952851,-0.039,79
1780607952859,-0.064,79
1780607952867,-0.078,79
1780607952875,-0.095,79
1780607952882,-0.115,79
1780607952890,-0.122,79
1780607952898,-0.125,79
1780607952905,-0.129,79
1780607952913,-0.134,79
1780607952921,-0.134,79
1780607952928,-0.127,79
1780607952936,-0.125,79
1780607952944,-0.136,79
1780607952951,-0.146,79
1780607952959,-0.136,79
1780607952967,-0.125,79
1780607952975,-0.125,79
1780607952982,-0.127,79
1780607952990,-0.132,79
1780607952998,-0.136,79
1780607953005,-0.132,79
1780607953013,-0.12,79
1780607953021,-0.118,79
1780607953028,-0.12,79
1780607953036,-0.125,79
1780607953044,-0.136,79
1780607953051,-0.141,79
1780607953059,-0.132,79
1780607953067,-0.122,79
1780607953075,-0.122,79
1780607953082,-0.132,79
1780607953090,-0.15,79
1780607953098,-0.162,79
1780607953372,-0.153,78
1780607953380,-0.139,78
1780607953388,-0.136,78
1780607953396,-0.134,78
1780607953403,-0.136,78
1780607953411,-0.139,78
1780607953419,-0.127,78
1780607953426,-0.118,78
1780607953434,-0.125,78
1780607953442,-0.129,78
1780607953449,-0.134,78
1780607953457,-0.155,78
1780607953465,-0.169,78
1780607953472,-0.164,78
1780607953480,-0.164,78
1780607953488,-0.169,78
1780607953496,-0.173,78
1780607953503,-0.178,78
1780607953511,-0.16,78
1780607953519,-0.125,78
1780607953526,-0.122,78
1780607953534,-0.139,78
1780607953542,-0.132,78
1780607953549,-0.134,78
1780607953557,-0.166,78
1780607953565,-0.187,78
1780607953572,-0.19,78
1780607953580,-0.185,78
1780607953588,-0.171,78
1780607953596,-0.166,78
1780607953603,-0.178,78
1780607953611,-0.183,78
1780607953619,-0.178,78
1780607953626,-0.157,78
1780607953634,-0.02,78
1780607953642,0.273,78
1780607953649,0.489,78
1780607953657,0.282,78
1780607953665,-0.28,78
1780607953672,-0.64,78
1780607953680,-0.577,78
1780607953688,-0.473,78
1780607953696,-0.5,78
1780607953703,-0.521,78
1780607953711,-0.524,78
1780607953719,-0.533,78
1780607953726,-0.524,78
1780607953734,-0.512,78
1780607953742,-0.51,78
1780607953749,-0.503,78
1780607953757,-0.496,78
1780607953765,-0.494,78
1780607953772,-0.48,78
1780607953780,-0.459,78
1780607953788,-0.445,78
1780607953796,-0.44,78
1780607953803,-0.429,78
1780607953811,-0.401,78
1780607953819,-0.373,78
1780607953826,-0.352,78
1780607953834,-0.333,78
1780607953842,-0.322,78
1780607953849,-0.327,78
1780607953857,-0.317,78
1780607953865,-0.301,78
1780607953872,-0.301,78
1780607953880,-0.303,78
1780607953888,-0.315,78
1780607953896,-0.35,78
1780607953903,-0.371,78
1780607953911,-0.368,78
1780607953919,-0.378,78
1780607953926,-0.387,78
1780607953860,-0.391,78
1780607953868,-0.403,78
1780607953876,-0.41,78
1780607953883,-0.398,78
1780607953891,-0.389,78
1780607953899,-0.378,78
1780607953907,-0.361,78
1780607953914,-0.359,78
1780607953922,-0.352,78
1780607953930,-0.333,78
1780607953937,-0.32,78
1780607953945,-0.313,78
1780607953953,-0.301,78
1780607953960,-0.301,78
1780607953968,-0.313,78
1780607953976,-0.308,78
1780607953983,-0.289,78
1780607953991,-0.28,78
1780607953999,-0.28,78
1780607954007,-0.278,78
1780607954014,-0.285,78
1780607954022,-0.28,78
1780607954030,-0.25,78
1780607954037,-0.234,78
1780607954045,-0.213,78
1780607954053,-0.143,78
1780607954060,-0.062,78
1780607954068,-0.057,78
1780607954076,-0.081,78
1780607954083,-0.011,78
1780607954091,-0.025,78
1780607954099,-0.187,78
1780607954107,-0.248,78
1780607954114,-0.229,78
1780607954122,-0.264,78
1780607954130,-0.282,78
1780607954137,-0.266,78
1780607954145,-0.266,78
1780607954153,-0.273,78
1780607954160,-0.269,78
1780607954168,-0.264,78
1780607954176,-0.262,78
1780607954183,-0.255,78
1780607954191,-0.248,78
1780607954199,-0.248,78
1780607954207,-0.257,78
1780607954214,-0.266,78
1780607954222,-0.252,78
1780607954230,-0.229,78
1780607954237,-0.206,78
1780607954245,-0.19,78
1780607954253,-0.194,78
1780607954260,-0.206,78
1780607954268,-0.201,78
1780607954276,-0.194,78
1780607954283,-0.206,78
1780607954291,-0.211,78
1780607954299,-0.201,78
1780607954307,-0.206,78
1780607954314,-0.213,78
1780607954322,-0.201,78
1780607954330,-0.194,78
1780607954337,-0.199,78
1780607954345,-0.166,78
1780607954353,-0.064,78
1780607954360,0.146,78
1780607954368,0.417,78
1780607954376,0.545,78
1780607954383,0.371,78
1780607954391,0.092,78
1780607954399,0.076,78
1780607954407,0.252,78
1780607954414,0.31,78
1780607954347,0.218,78
1780607954355,0.048,78
1780607954363,-0.097,78
1780607954370,-0.134,78
1780607954378,-0.139,78
1780607954386,-0.157,78
1780607954394,-0.164,78
1780607954401,-0.178,78
1780607954409,-0.197,78
1780607954417,-0.192,78
1780607954424,-0.192,78
1780607954432,-0.199,78
1780607954440,-0.194,78
1780607954447,-0.18,78
1780607954455,-0.166,78
1780607954463,-0.15,78
1780607954470,-0.129,78
1780607954478,-0.12,78
1780607954486,-0.127,78
1780607954494,-0.125,78
1780607954501,-0.113,78
